Donor ID,Donor First Name,Donor Last Name,Gender,Phone,Email,State,Has Children,Married,Volunteered before,Engaged with Organization,Own Property,Past served on Board,Employer,Job Area,Salary Estimation,Retired?,Education,Education Area,Active outside Organization,Political Contribution,Donor Age,Joint Mailing Name,Military Affiliate/Veteran,Total Lifetime Donations,2019 Donations,2019 Donations Gave in the Area,2018 Donations,2018 Donations Gave in the Area,2017 Donations,2016 Donations,2015 Donations,2014 Donations,2013 Donations,2012 Donations,2011 Donations,2010 Donations
512-67-4514,David,Sherwood,Male,3-520-568-5756,David_Sherwood4915@zorer.org,Connecticut,FALSE,FALSE,Unknown,FALSE,Unknown,Unknown,Unknown,Management,Unknown,Unknown,Junior college,LOGIC,Unknown,Unknown,25,Unknown,Unknown,"$6,183","$1,366",Alliances & Advocacy,$0,International Science & Technology Development <i>(Draft Code - not for internal IRS use)</i>,$0,"$2,932",$0,"$1,885",$0,$0,$0,$0
512-73-5676,Owen,Corbett,Male,7-742-536-3518,Owen_Corbett9015@nickia.com,Hawaii,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Human Resources,Unknown,Unknown,Gymnasium,Handwriting,Unknown,Unknown,Unknown,Unknown,Unknown,"$3,791",$0,Management & Technical Assistance,$0,International Relief,$0,$0,$0,"$3,791",$0,$0,$0,$0
512-77-0271,Ronald,Glass,Male,7-748-515-1106,Ronald_Glass4445@brety.org,Vermont,TRUE,FALSE,Unknown,TRUE,Unknown,Unknown,Carrefour,Research and Development,Unknown,Unknown,High school,Earth Science,Unknown,Unknown,45,Unknown,Unknown,"$19,274","$7,347",Professional Societies & Associations,$0,International Peace & Security,$0,"$3,922",$0,"$8,005",$0,$0,$0,$0
512-80-2068,Marigold,Larkin,Female,6-758-126-6412,Marigold_Larkin2933@mafthy.com,Washington,FALSE,FALSE,TRUE,TRUE,Unknown,Unknown,Mars,Accounting,"$135,482",Unknown,University-preparatory school,Basic Math,Unknown,Unknown,69,Unknown,Unknown,"$14,956","$3,186",Research Institutes & Public Policy Analysis,$0,International Migration & Refugee Issues,$0,$759,$0,"$7,999",$0,$0,"$3,012",$0
512-80-3646,Margot,Knight,Female,2-717-485-8654,Margot_Knight6229@elnee.tech,Louisiana,FALSE,FALSE,FALSE,TRUE,Unknown,Unknown,Facebook,Purchasing,"$117,701",Unknown,Middle school,Dramatics,Unknown,Unknown,48,Unknown,Unknown,"$18,496","$3,247",Single Organization Support,$0,International Human Rights,$0,"$4,227",$0,"$7,137",$0,$0,"$3,885",$0
512-80-8368,Cara,Allen,Female,7-438-526-3203,Cara_Allen9444@famism.biz,Tennessee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sales,Unknown,Unknown,Unknown,Trigonometry,Unknown,Unknown,Unknown,Unknown,Unknown,"$1,588",$0,Fund Raising & Fund Distribution,$0,International Health Development <i>(Draft Code - not for internal IRS use)</i>,$0,$0,$0,"$1,588",$0,$0,$0,$0
512-86-6348,Anais,Newton,Female,6-831-624-7677,Anais_Newton8296@brety.org,New Mexico,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Comodo,Management,"$50,568",TRUE,Gymnasium,Ecology,FALSE,TRUE,19,FALSE,FALSE,"$41,255","$2,577",Support N.E.C.,"$1,598",International Exchange N.E.C.,"$9,791","$4,915","$4,924","$1,195","$1,650","$5,732","$3,084","$5,789"
512-87-3131,Bernadette,Attwood,Female,5-868-638-2115,Bernadette_Attwood2184@famism.biz,Alabama,FALSE,TRUE,TRUE,FALSE,Unknown,Unknown,21st Century Fox,Marketing,"$39,146",Unknown,Middle school,Latin,Unknown,Unknown,77,Unknown,Unknown,"$25,982","$7,408",Camps,"$1,758","International Environment, Population & Sustainability <i>(Draft Code - not for internal IRS use)</i>",$0,"$4,506",$0,"$3,634",$0,$0,"$3,445","$5,231"
513-04-4486,Nick,Waterson,Male,2-338-644-6856,Nick_Waterson5321@mafthy.com,Nevada,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Telekom,Accounting,"$85,699",Unknown,Technical college,American Literature,FALSE,TRUE,41,FALSE,TRUE,"$38,091","$4,822",RV (Recreational Vehicle) Parks and Campgrounds,"$2,388",International Educational Development <i>(Draft Code - not for internal IRS use)</i>,"$7,653",$671,"$7,867","$1,116","$4,714","$5,100","$2,613","$1,147"
513-53-1774,Julius,Hood,Male,8-642-822-4640,Julius_Hood2296@extex.org,Indiana,TRUE,TRUE,TRUE,TRUE,TRUE,Unknown,Biolife Grup,Marketing,"$64,530",Unknown,Middle school,History,FALSE,FALSE,58,Unknown,TRUE,"$26,497","$3,628",Recreational and Vacation Camps (Except Campgrounds),$543,International Economic Development,$692,"$3,428","$8,929","$4,388",$0,$0,"$4,638",$251
513-58-7885,Tania,Edmonds,Unknown,0-686-452-8810,Tania_Edmonds3413@ovock.tech,Texas,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Earth Science,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Physical Fitness & Community Recreational Facilities,$0,International Economic & Trade Policy,$0,$0,$0,$0,$0,$0,$0,$0
513-76-2152,Cedrick,Osman,Male,1-163-824-7235,Cedrick_Osman3064@dionrab.com,Wyoming,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Human Resources,Unknown,Unknown,Gymnasium,Grammar,Unknown,Unknown,Unknown,Unknown,Unknown,"$4,925",$0,Community Recreational Centers,$0,International Development,$0,"$1,393",$0,"$3,532",$0,$0,$0,$0
513-78-1875,Carl,Welsch,Male,2-814-668-4051,Carl_Welsch9421@twace.org,Indiana,FALSE,FALSE,FALSE,FALSE,TRUE,Unknown,Erickson,IT,"$130,919",Unknown,Middle school,History,Unknown,Unknown,66,Unknown,Unknown,"$24,593","$4,669",Parks & Playgrounds,$125,International Democracy & Civil Society Development,$0,"$4,001",$0,"$7,841",$0,$0,"$5,756","$2,201"
513-85-2188,Chanelle,Grant,Female,8-061-457-5853,Chanelle_Grant9271@naiker.biz,Kentucky,TRUE,TRUE,TRUE,FALSE,TRUE,Unknown,Leadertech Consulting,IT,"$117,551",Unknown,Public university,Speech,TRUE,FALSE,47,Unknown,TRUE,"$32,819",$334,Sports Associations & Training Facilities,"$1,796",International Cultural Exchange,"$2,968","$1,080",$880,"$5,343","$3,760","$4,105","$3,989","$8,564"
513-88-6642,Wendy,Mann,Female,1-028-204-8150,Wendy_Mann6812@dionrab.com,Washington,FALSE,FALSE,TRUE,TRUE,TRUE,Unknown,Metro Cash&Carry,Research and Development,"$111,681",Unknown,Middle school,Sociology,TRUE,TRUE,76,Unknown,Unknown,"$23,504","$2,640",Recreational Clubs,$882,International Agricultural Development,"$1,874","$4,494",$719,"$1,140",$0,$0,"$5,331","$6,424"
513-88-7226,Dorothy,Oswald,Female,3-810-362-0066,Dorothy_Oswald5384@nanoff.biz,South Dakota,FALSE,FALSE,TRUE,TRUE,Unknown,Unknown,Comcast,IT,"$117,100",Unknown,Junior college,Music,Unknown,Unknown,79,Unknown,Unknown,"$13,813","$1,674",Fairs,"$2,168","International Affairs, Foreign Policy, & Globalization",$0,"$1,594",$0,"$7,909",$0,$0,$468,$0
514-44-7263,Estrella,Kaur,Female,4-165-457-8282,Estrella_Kaur5702@iatim.tech,North Dakota,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,AECOM,Operations,"$138,016",TRUE,High school,Design and technology,FALSE,FALSE,36,FALSE,TRUE,"$39,493","$3,533",Amateur Sports,"$2,215",International Academic Exchange,"$5,152","$1,700","$2,566","$9,049","$4,269","$3,193","$4,345","$3,471"
514-45-6676,Alessandra,Booth,Female,2-587-632-1557,Alessandra_Booth6621@nimogy.biz,Florida,TRUE,TRUE,FALSE,TRUE,Unknown,Unknown,Telekom,Sales,Unknown,Unknown,University college,Sociology,Unknown,Unknown,81,Unknown,Unknown,"$19,526","$2,976",Fishing & Hunting,$0,Intergroup & Race Relations,$0,"$4,136",$0,"$7,974",$0,$0,"$4,440",$0
514-51-1403,Nicholas,Addis,Male,8-356-402-5375,Nicholas_Addis2007@infotech44.tech,Connecticut,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Comodo,Purchasing,"$37,441",FALSE,High school,Modern Literature,TRUE,TRUE,70,FALSE,TRUE,"$32,981","$2,199",Basketball,"$2,134",Interfaith Coalitions,"$6,461","$2,640","$5,772",$749,"$2,569","$1,213","$5,298","$3,946"
514-67-5031,Henry,Kirby,Male,5-667-357-4161,Henry_Kirby3357@liret.org,Oregon,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Facebook,Human Resources,"$42,021",Unknown,High school,History,TRUE,FALSE,28,TRUE,FALSE,"$41,048","$2,319",Baseball & Softball,"$1,541",Interdisciplinary Research,"$4,028",$87,"$13,323","$7,166","$6,096","$3,203","$2,082","$1,203"
514-68-7113,Catherine,Wren,Female,4-885-716-6068,Catherine_Wren9862@dionrab.com,Oklahoma,TRUE,FALSE,FALSE,FALSE,TRUE,Unknown,Amazon.com,Human Resources,"$103,125",Unknown,Public university,LOGIC,TRUE,TRUE,46,Unknown,FALSE,"$41,415","$3,482",Soccer,"$2,300",Insurance Providers,"$7,239","$3,778","$7,012",$185,"$5,459",$9,"$6,016","$5,935"
514-85-1622,Manuel,Fox,Male,5-516-351-0315,Manuel_Fox9827@muall.tech,Iowa,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,It Smart Group,Finance,"$103,866",Unknown,High school,Economics,FALSE,TRUE,24,TRUE,FALSE,"$34,684","$4,168",Football,$753,Inmate Support,"$7,445","$2,173","$2,143","$6,649",$185,"$8,129",$96,"$2,943"
514-85-7261,Lucas,Vane,Unknown,1-433-470-5486,Lucas_Vane1661@twipet.com,Louisiana,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Instrumental Music,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Racquet Sports,$0,In-Home Assistance,$0,$0,$0,$0,$0,$0,$0,$0
515-18-3748,Ron,Norris,Male,1-166-280-1106,Ron_Norris1485@fuliss.net,Idaho,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IT,Unknown,Unknown,Unknown,Leadership,Unknown,Unknown,Unknown,Unknown,Unknown,"$3,963",$0,Swimming & Other Water Recreation,$0,Independent Housing for People with Disabilities,$0,$0,$0,"$3,963",$0,$0,$0,$0
515-18-7478,Judith,Wilkinson,Female,2-630-810-5567,Judith_Wilkinson7038@deons.tech,Vermont,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Management,Unknown,Unknown,High school,Leadership,Unknown,Unknown,Unknown,Unknown,Unknown,"$6,803",$0,Winter Sports,$0,Immigrants' Rights<i>(Draft Code - not for internal IRS use)</i>,$0,$0,$0,"$6,803",$0,$0,$0,$0
515-23-4215,Belinda,Yard,Female,0-782-154-7033,Belinda_Yard3553@elnee.tech,Washington,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Vodafone,Research and Development,"$123,394",Unknown,Graduate school,Latin,FALSE,FALSE,73,TRUE,FALSE,"$41,743","$1,240",Equestrian,"$2,433",Humanities,"$1,149","$2,773","$13,761","$1,560","$3,738","$4,075","$4,678","$6,336"
515-24-4116,Stella,Whitehouse,Female,2-778-125-8226,Stella_Whitehouse6565@twipet.com,Florida,FALSE,FALSE,FALSE,TRUE,Unknown,Unknown,Amazon.com,Management,"$47,800",Unknown,Junior college,Design and technology,Unknown,Unknown,77,Unknown,Unknown,"$17,665","$1,521",Golf,$98,Human Services N.E.C.,$0,"$4,191",$0,"$6,653",$0,$0,"$1,651","$3,551"
515-27-7061,Samantha,Roman,Female,0-538-367-7151,Samantha_Roman7916@iatim.tech,Louisiana,TRUE,TRUE,FALSE,TRUE,FALSE,Unknown,Team Guard SRL,Accounting,"$144,226",Unknown,University college,Accounting,TRUE,FALSE,20,Unknown,Unknown,"$22,656","$3,245",Amateur Sports Competitions,"$1,577",Human Services,"$4,006","$3,752","$2,385","$4,308",$0,$0,$993,"$2,390"
515-40-7322,Sylvia,Plumb,Female,5-366-468-4423,Sylvia_Plumb3954@bungar.biz,North Carolina,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Research and Development,Unknown,Unknown,Unknown,Design and technology,Unknown,Unknown,Unknown,Unknown,Unknown,$55,$0,Olympics,$0,Human Service Organizations,$0,$0,$0,$55,$0,$0,$0,$0
515-42-6204,Mason,Vallins,Male,7-042-405-4263,Mason_Vallins7355@ubusive.com,Montana,TRUE,FALSE,Unknown,FALSE,Unknown,Unknown,Metro Cash&Carry,Accounting,Unknown,Unknown,Technical college,History,Unknown,Unknown,81,Unknown,Unknown,"$17,729","$6,257",Special Olympics,$0,Housing Support,$0,"$3,013",$0,"$6,793",$0,$0,"$1,666",$0
515-46-5844,Isabel,Booth,Female,3-481-331-2555,Isabel_Booth9670@naiker.biz,Alabama,FALSE,FALSE,FALSE,FALSE,Unknown,Unknown,It Smart Group,IT,"$93,050",Unknown,University-preparatory school,Economics,Unknown,Unknown,32,Unknown,Unknown,"$17,327","$1,906",Professional Athletic Leagues,"$1,167",Housing Search Assistance,$0,"$4,633",$0,"$4,534",$0,$0,"$4,038","$1,049"
515-52-8026,Jenna,Wise,Female,1-362-064-1012,Jenna_Wise9260@gmail.com,Oregon,TRUE,TRUE,Unknown,FALSE,Unknown,Unknown,DynCorp,Management,Unknown,Unknown,Public university,Dramatics,Unknown,Unknown,77,Unknown,Unknown,"$19,752","$3,052",Recreation & Sports N.E.C.,$0,Housing Rehabilitation,$0,"$3,645",$0,"$8,312",$0,$0,"$4,743",$0
515-70-6336,Lana,Talbot,Female,2-872-534-3031,Lana_Talbot9860@infotech44.tech,Pennsylvania,FALSE,FALSE,FALSE,FALSE,Unknown,Unknown,ExxonMobil,Marketing,"$109,118",Unknown,Middle school,Modern Literature,Unknown,Unknown,52,Unknown,Unknown,"$18,558","$1,887",Youth Development,"$2,364",Housing Expense Reduction Support,$0,"$4,175",$0,"$7,740",$0,$0,"$2,392",$0
515-71-1170,Dani,Mcgee,Female,3-405-546-0536,Dani_Mcgee2846@twipet.com,Colorado,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Research and Development,Unknown,Unknown,Middle school,German,Unknown,Unknown,Unknown,Unknown,Unknown,"$5,204",$0,Alliances & Advocacy,$0,"Housing Development, Construction & Management",$0,"$1,139",$0,"$4,065",$0,$0,$0,$0
515-71-8348,Brad,Evans,Male,1-456-288-7707,Brad_Evans1682@sheye.org,Kansas,FALSE,FALSE,FALSE,TRUE,Unknown,Unknown,Team Guard SRL,Human Resources,"$136,289",Unknown,University-preparatory school,French,Unknown,Unknown,81,Unknown,Unknown,"$19,417","$6,167",Management & Technical Assistance,$601,Housing & Shelter N.E.C.,$0,"$2,530",$0,"$1,622",$0,$0,"$5,659","$2,838"
515-75-5545,Nate,Bradshaw,Male,0-587-581-0455,Nate_Bradshaw3956@vetan.org,Arkansas,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Marketing,Unknown,Unknown,Unknown,Dramatics,Unknown,Unknown,Unknown,Unknown,Unknown,"$3,203",$0,Professional Societies & Associations,$0,Housing & Shelter,$0,$0,$0,"$3,203",$0,$0,$0,$0
515-77-7868,Nicole,Beal,Unknown,8-746-015-3736,Nicole_Beal6991@tonsy.org,Arizona,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Design and technology,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Research Institutes & Public Policy Analysis,$0,Hotels (except Casino Hotels) and Motels,$0,$0,$0,$0,$0,$0,$0,$0
515-82-4766,Kaylee,Parr,Female,6-277-151-5821,Kaylee_Parr1805@bulaffy.com,North Dakota,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Earth Science,Unknown,Unknown,Unknown,Unknown,Unknown,"$2,952",$0,Single Organization Support,$0,Hot Lines & Crisis Intervention,$0,$0,$0,"$2,952",$0,$0,$0,$0
516-02-6637,Felicity,Jenkins,Female,7-408-474-3333,Felicity_Jenkins1837@elnee.tech,West Virginia,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,BuzzFeed,Management,"$99,765",FALSE,University-preparatory school,Ancient Civilizations,FALSE,TRUE,47,TRUE,TRUE,"$38,627","$5,040",Fund Raising & Fund Distribution,"$1,607",Hospitals,"$1,357","$3,505","$9,385","$1,844",$82,"$6,448","$3,299","$6,060"
516-05-5851,Adela,Buckley,Female,4-324-683-7234,Adela_Buckley8437@bungar.biz,West Virginia,FALSE,FALSE,TRUE,FALSE,TRUE,Unknown,Areon Impex,Purchasing,"$36,798",Unknown,Gymnasium,English IV,TRUE,FALSE,61,Unknown,TRUE,"$32,972","$5,693",Support N.E.C.,$660,Hospices,"$1,811",$229,"$1,623","$1,865","$3,775","$2,453","$6,355","$8,508"
516-15-4381,Maria,Cox,Female,4-668-341-0482,Maria_Cox2760@gmail.com,Nebraska,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Latin,Unknown,Unknown,Unknown,Unknown,Unknown,"$1,315",$0,Youth Centers & Clubs,$0,Homes for Children & Adolescents,$0,$0,$0,"$1,315",$0,$0,$0,$0
516-20-5628,Hayden,Gunn,Male,1-125-407-2203,Hayden_Gunn4660@guentu.biz,Nevada,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Human Resources,Unknown,Unknown,Unknown,Basic Math,Unknown,Unknown,Unknown,Unknown,Unknown,"$5,999",$0,Boys Clubs,$0,Homeowners & Tenants Associations,$0,$0,$0,"$5,999",$0,$0,$0,$0
516-25-8582,Angel,Hilton,Unknown,5-703-731-8112,Angel_Hilton3725@bungar.biz,Hawaii,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Language Arts,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Girls Clubs,$0,Homeless Shelters,$0,$0,$0,$0,$0,$0,$0,$0
516-28-5304,Aiden,Reid,Male,6-246-130-8654,Aiden_Reid8307@grannar.com,Utah,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Geography,Unknown,Unknown,Unknown,Unknown,Unknown,"$2,407",$0,Boys & Girls Clubs,$0,Homeless Centers,$0,$0,$0,"$2,407",$0,$0,$0,$0
516-31-5807,Florence,Shaw,Female,6-565-375-2884,Florence_Shaw2559@famism.biz,Kentucky,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Operations,Unknown,Unknown,University college,LOGIC,Unknown,Unknown,Unknown,Unknown,Unknown,"$2,155",$0,Adult & Child Matching Programs,$0,Home Improvement & Repairs,$0,$0,$0,"$2,155",$0,$0,$0,$0
516-33-1015,Julian,Vallory,Male,1-548-376-8206,Julian_Vallory1899@sheye.org,Nebraska,FALSE,TRUE,FALSE,TRUE,Unknown,Unknown,Areon Impex,Research and Development,"$108,116",Unknown,Junior college,Ancient Civilizations,Unknown,Unknown,55,Unknown,Unknown,"$19,225","$5,022",Big Brothers & Big Sisters,"$1,629",Home Health Care,$0,"$2,039",$0,"$7,788",$0,$0,"$2,747",$0
516-34-4568,Tom,Santos,Unknown,5-348-336-6364,Tom_Santos2063@acrit.org,Nebraska,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Trigonometry,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Scouting,$0,Home Economics,$0,$0,$0,$0,$0,$0,$0,$0
516-35-0445,Aleksandra,Flynn,Female,8-124-033-5000,Aleksandra_Flynn1467@dionrab.com,Kentucky,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Accounting,Unknown,Unknown,Gymnasium,Art,Unknown,Unknown,Unknown,Unknown,Unknown,"$8,570",$0,Boy Scouts of America,$0,History Museums,$0,$0,$0,"$8,570",$0,$0,$0,$0
516-35-7682,Maya,Adler,Female,2-010-754-0850,Maya_Adler7325@fuliss.net,Virginia,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown,Mars,Accounting,"$40,175",Unknown,Junior college,English IV,FALSE,TRUE,73,Unknown,Unknown,"$37,084","$3,793",Girl Scouts of the U.S.A.,"$2,417",Historical Societies & Historic Preservation,"$4,933","$3,923","$1,729","$5,204",$0,$0,"$6,519","$8,566"
516-38-3445,Sebastian,Wills,Male,3-430-422-4320,Sebastian_Wills5466@supunk.biz,New Jersey,TRUE,TRUE,TRUE,FALSE,TRUE,Unknown,Comcast,Research and Development,"$37,534",Unknown,University college,English IV,TRUE,FALSE,63,Unknown,Unknown,"$27,396","$4,755",Camp Fire,"$1,345",Historical Organizations,"$4,237","$2,259","$3,221","$6,603",$0,$0,"$3,833","$1,143"
516-40-3202,Daria,Grey,Female,2-707-603-2263,Daria_Grey6471@nickia.com,Texas,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Management,Unknown,Unknown,Unknown,Basic Math,Unknown,Unknown,Unknown,Unknown,Unknown,"$2,434",$0,Youth Development Programs,$0,Hinduism,$0,$0,$0,"$2,434",$0,$0,$0,$0
516-47-2006,Mona,Camden,Female,3-340-626-7124,Mona_Camden2695@ovock.tech,Wyoming,FALSE,TRUE,Unknown,FALSE,Unknown,Unknown,Unknown,Research and Development,Unknown,Unknown,Junior college,Spanish,Unknown,Unknown,Unknown,Unknown,Unknown,"$6,713",$0,Youth Community Service Clubs,$0,Higher Education,$0,"$2,773",$0,"$3,940",$0,$0,$0,$0
516-55-6333,Melinda,Walker,Female,0-550-185-1423,Melinda_Walker4895@corti.com,Utah,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Management,Unknown,Unknown,University college,Music,Unknown,Unknown,Unknown,Unknown,Unknown,"$14,626",$0,Youth Development - Agricultural,$0,Heart & Circulatory System Diseases & Disorders Research,$0,"$4,784",$0,"$9,842",$0,$0,$0,$0
516-61-1110,Kieth,Cadman,Male,4-434-845-8847,Kieth_Cadman2858@bulaffy.com,New Jersey,TRUE,FALSE,Unknown,FALSE,Unknown,Unknown,Amazon.com,Purchasing,Unknown,Unknown,Middle school,Speech,Unknown,Unknown,48,Unknown,Unknown,"$10,957","$2,165",Youth Development - Business,$0,Heart & Circulatory System Diseases & Disorders,$0,"$1,327",$0,"$6,004",$0,$0,"$1,461",$0
516-61-8532,Matt,Slater,Male,0-761-531-2673,Matt_Slater1471@brety.org,Arkansas,TRUE,TRUE,FALSE,TRUE,Unknown,Unknown,Zepter,Management,"$87,135",Unknown,Gymnasium,Trigonometry,Unknown,Unknown,70,Unknown,Unknown,"$21,006","$7,299",Youth Development - Citizenship,"$1,024",Health Support,$0,$946,$0,"$3,320",$0,$0,"$1,863","$6,554"
516-75-6423,Russel,Norman,Male,0-786-058-6168,Russel_Norman6441@naiker.biz,Tennessee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Art,Unknown,Unknown,Unknown,Unknown,Unknown,"$9,261",$0,Youth Development - Religious Leadership,$0,Health Care N.E.C.,$0,$0,$0,"$9,261",$0,$0,$0,$0
516-78-4287,Tyson,Morris,Male,4-662-276-1646,Tyson_Morris8513@iatim.tech,South Dakota,FALSE,TRUE,FALSE,TRUE,TRUE,Unknown,Telekom,Human Resources,"$140,024",Unknown,Corporate university,Spanish,TRUE,FALSE,26,Unknown,Unknown,"$25,550","$4,971",Youth Development N.E.C.,$249,Health Care,"$6,598","$1,548","$7,236","$3,726",$0,$0,$355,$867
516-86-7655,Alan,Taylor,Male,3-864-223-1410,Alan_Taylor3064@gembat.biz,South Carolina,TRUE,FALSE,TRUE,TRUE,Unknown,Unknown,Facebook,Accounting,"$57,312",Unknown,Technical college,LOGIC,Unknown,Unknown,65,Unknown,Unknown,"$17,586","$3,382",Human Services,$963,Health (General & Financing),$0,$797,$0,"$8,578",$0,$0,"$3,866",$0
517-02-6113,Gabriel,Parr,Male,2-634-616-3023,Gabriel_Parr6888@atink.com,Delaware,TRUE,TRUE,FALSE,FALSE,Unknown,Unknown,Biolife Grup,Human Resources,"$68,787",Unknown,Public university,Speech,Unknown,Unknown,25,Unknown,Unknown,"$12,616","$4,972",Alliances & Advocacy,$696,Half-Way Houses for Offenders & Ex-Offenders,$0,"$1,607",$0,"$3,408",$0,$0,"$1,933",$0
517-03-3527,Enoch,Spencer,Male,8-530-004-8518,Enoch_Spencer1110@bauros.biz,West Virginia,FALSE,TRUE,TRUE,TRUE,TRUE,Unknown,ExxonMobil,Accounting,"$149,996",Unknown,University college,Resource Program,TRUE,TRUE,37,Unknown,Unknown,"$19,194","$4,516",Management & Technical Assistance,$178,Group Homes,"$5,181","$1,822","$2,851",$814,$0,$0,"$3,745",$87
517-08-7318,Martha,Scott,Unknown,Unknown,Martha_Scott5735@gmail.com,Wyoming,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Speech,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Professional Societies & Associations,$0,Group Health Practices,$0,$0,$0,$0,$0,$0,$0,$0
517-08-7336,Julius,Mills,Male,8-412-358-5004,Julius_Mills9899@supunk.biz,New York,FALSE,FALSE,FALSE,FALSE,Unknown,Unknown,Telekom,Management,"$130,829",Unknown,Junior college,French,Unknown,Unknown,84,Unknown,Unknown,"$18,193","$4,997",Research Institutes & Public Policy Analysis,$233,Graduate & Professional Schools,$0,"$2,972",$0,"$5,287",$0,$0,"$4,704",$0
517-15-7745,Rick,Cowan,Male,4-530-284-0102,Rick_Cowan6046@gembat.biz,Connecticut,TRUE,TRUE,FALSE,FALSE,Unknown,Unknown,Coca-Cola Company,Sales,"$148,123",Unknown,Graduate school,Science,Unknown,Unknown,36,Unknown,Unknown,"$16,534","$1,507",Single Organization Support,"$2,151",Government & Public Administration,$0,"$3,975",$0,"$4,843",$0,$0,"$4,058",$0
517-16-1451,John,Ulyatt,Male,6-847-733-6331,John_Ulyatt3219@naiker.biz,New Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Finance,Unknown,Unknown,Unknown,Modern Literature,Unknown,Unknown,Unknown,Unknown,Unknown,"$4,644",$0,Fund Raising & Fund Distribution,$0,Goodwill Industries,$0,$0,$0,"$4,644",$0,$0,$0,$0
